what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1490024326640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024328079
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024329302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024329841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024330553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024340548
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1490024346858
started,bundle,com.altera.debug.cdi.gdb.plugin,12.1.1.243,"com.altera.debug.cdi.gdb.plugin",1490024348919
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024349015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024349017
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1490024437206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024437213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024438190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024479886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024484604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024504675
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1490024505505
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1490024505518
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490024505787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024535703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024557847
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1490024560911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024564705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024568675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024570870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024571157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024573857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024574041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024578408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024578915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024578930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024590115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024590119
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1490024611515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024611521
opened,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1490024612220
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490024612907
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1490024615934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024639003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490024815810
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1490024820591
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1490024823579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490025133359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026873141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026875894
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1490026878435
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026878555
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1490026879014
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1490026879014
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.1.1.243,"com.altera.debug.cdi.gdb.plugin",1490026879014
stopped,bundle,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch",1490026880007
stopped,bundle,com.altera.sbtgui.ui,12.1.1.243,"com.altera.sbtgui.ui",1490026880007
stopped,bundle,com.altera.sbtgui.project,12.1.1.243,"com.altera.sbtgui.project",1490026880015
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1490026880015
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1490026880015
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1490026880015
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1490026880037
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1490026880037
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1490026880037
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1490026880045
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1490026880046
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1490026880046
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1490026880063
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1490026880065
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1490026880065
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1490026880065
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1490026880065
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1490026880066
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1490026880066
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1490026880066
